Lyon Saint-Exupéry Airport,Lyon,LYS
Lady Elliot Island Airstrip,Lady Elliot Island,LYT
Ely Municipal Airport,Ely,LYU
Lydd Airport,Lydd, Ashford,LYX
Luiza Airport,Luiza,LZA
Lázaro Cárdenas Airport,Lázaro Cárdenas,LZC
Liuzhou Bailian Airport,Liuzhou,LZH
Luozi Airport,Luozi,LZI
Luzamba Airport,Luzamba,LZM
Matsu Nangan Airport,Nangang Island,LZN
Luzhou Airport,Luzhou,LZO
Lizard Island Airport,,LZR
[Duplicate] Lizard Island Airport,,LZR
Gwinnett County Briscoe Field,Lawrenceville,LZU
Nyingchi Airport,Nyingchi,LZY
Chennai International Airport,Chennai,MAA
João Correa da Rocha Airport,Marabá,MAB
Macon Downtown Airport,Macon,MAC
Adolfo Suárez Madrid–Barajas Airport,Madrid,MAD
Madera Municipal Airport,Madera,MAE
Midland International Airport,Midland,MAF
Madang Airport,Madang,MAG
Menorca Airport,Menorca Island,MAH
Mangochi Airport,Mangochi,MAI
Marshall Islands International Airport,Majuro Atoll,MAJ
Malakal Airport,Malakal,MAK
Mangole Airport, Falabisahaya,Mangole Island,MAL
General Servando Canales International Airport,Matamoros,MAM
Manchester Airport,Manchester,MAN
Eduardo Gomes International Airport,Manaus,MAO
Mamai Airport,Mamai,MAP
Mae Sot Airport,,MAQ
La Chinita International Airport,Maracaibo,MAR
Momote Airport,Manus Island,MAS
Tshimpi Airport,Matadi,MAT
Maupiti Airport,,MAU
Maloelap Island Airport,Maloelap Island,MAV
Malden Regional Airport,Malden,MAW
Ouro Sogui Airport,Matam,MAX
Clarence A. Bain Airport,Mangrove Cay,MAY
Eugenio Maria De Hostos Airport,Mayaguez,MAZ
Mombasa Moi International Airport,Mombasa,MBA
Marble Bar Airport,,MBB
M'Bigou Airport,M'Bigou,MBC
Mmabatho International Airport,Mafeking,MBD
Monbetsu Airport,Monbetsu,MBE
Mobridge Municipal Airport,Mobridge,MBG
Maryborough Airport,,MBH
Mbeya Airport,Mbeya,MBI
Sangster International Airport,Montego Bay,MBJ
Regional Orlando Villas Boas Airport,Matupá,MBK
Manistee Co Blacker Airport,Manistee,MBL
Mkambati Airport,Mkambati,MBM
Mamburao Airport,,MBO
Moyobamba Airport,Moyobamba,MBP
Mbarara Airport,Mbarara,MBQ
MBS International Airport,Saginaw,MBS
Moises R. Espinosa Airport,Masbate,MBT
Babanakira Airport,Mbambanakira,MBU
Masa Airport,Masa,MBV
Melbourne Moorabbin Airport,Melbourne,MBW
Maribor Airport,,MBX
Omar N Bradley Airport,Moberly,MBY
Maués Airport,Maués,MBZ
Macenta Airport,Macenta,MCA
Mc Comb/Pike County Airport/John E Lewis Field,Mc Comb,MCB
Mc Clellan Airfield,Sacramento,MCC
Mackinac Island Airport,Mackinac Island,MCD
Merced Regional Macready Field,Merced,MCE
Mac Dill Air Force Base,Tampa,MCF
McGrath Airport,McGrath,MCG
General Manuel Serrano Airport,Machala,MCH
Kansas City International Airport,Kansas City,MCI
Jorge Isaac Airport,La Mina-Maicao,MCJ
Mc Cook Ben Nelson Regional Airport,Mc Cook,MCK
McKinley National Park Airport,McKinley Park,MCL
Monaco Heliport,Fontvieille,MCM
Middle Georgia Regional Airport,Macon,MCN
Orlando International Airport,Orlando,MCO
Alberto Alcolumbre Airport,Macapá,MCP
Miskolc Airport,Miskolc,MCQ
Melchor de Mencos Airport,Melchor de Mencos,MCR
Monte Caseros Airport,Monte Caseros,MCS
Muscat International Airport,Muscat,MCT
Montluçon-Guéret Airport,Montluçon/Guéret,MCU
McArthur River Mine Airport,McArthur River Mine,MCV
Mason City Municipal Airport,Mason City,MCW
Uytash Airport,Makhachkala,MCX
Sunshine Coast Airport,Maroochydore,MCY
Zumbi dos Palmares Airport,Maceió,MCZ
Martindale Army Heliport,San Antonio,MDA
Melinda Airport,Melinda,MDB
Sam Ratulangi Airport,Manado-Celebes Island,MDC
Midland Airpark,Midland,MDD
Jose Maria Córdova International Airport,Medellín,MDE
Taylor County Airport,Medford,MDF
Mudanjiang Hailang International Airport,Mudanjiang,MDG
Southern Illinois Airport,Carbondale/Murphysboro,MDH
Makurdi Airport,Makurdi,MDI
Madras Municipal Airport,Madras,MDJ
Mbandaka Airport,Mbandaka,MDK
Mandalay International Airport,Mandalay,MDL
Munduku Airport,Munduku,MDM
Madison Municipal Airport,Madison,MDN
Middleton Island Airport,Middleton Island,MDO
Mindiptana Airport,Mindiptana-Papua Island,MDP
Ástor Piazzola International Airport,Mar del Plata,MDQ
Medfra Airport,Medfra,MDR
Middle Caicos Airport,Middle Caicos,MDS
Harrisburg International Airport,Harrisburg,MDT
Mendi Airport,Mendi,MDU
Médouneu Airport,Médouneu, Gabon,MDV
Chicago Midway International Airport,Chicago,MDW
Mercedes Airport,Mercedes,MDX
Henderson Field,Sand Island,MDY
El Plumerillo Airport,Mendoza,MDZ
Macaé Airport,Macaé,MEA
Melbourne Essendon Airport,,MEB
Eloy Alfaro International Airport,Manta,MEC
Prince Mohammad Bin Abdulaziz Airport,Medina,MED
Maré Airport,Maré,MEE
Melfi Airport,Melfi,MEF
Malanje Airport,Malanje,MEG
Mehamn Airport,Mehamn,MEH
Key Field,Meridian,MEI
Port Meadville Airport,Meadville,MEJ
Bassatine Airport,Meknes,MEK
Melbourne International Airport,Melbourne,MEL
Memphis International Airport,Memphis,MEM
Mende-Brenoux Airport,Mende/Brénoux,MEN
Dare County Regional Airport,Manteo,MEO
Mersing Airport,Mersing,MEP
Seunagan Airport,Peureumeue-Sumatra Island,MEQ
Castle Airport,Merced,MER
Soewondo Air Force Base,Medan-Sumatra Island,MES
Moreton Airport,Moreton,MET
Monte Dourado Airport,Almeirim,MEU
Minden-Tahoe Airport,Minden,MEV
Mweka Airport,Mweka,MEW
Licenciado Benito Juarez International Airport,Mexico City,MEX
Meghauli Airport,Meghauli,MEY
Musina(Messina) Airport,Musina,MEZ
Mafia Island Airport,Mafia Island,MFA
Monfort Airport,Monfort,MFB
Mafeteng Airport,Mafeteng,MFC
Mansfield Lahm Regional Airport,Mansfield,MFD
Mc Allen Miller International Airport,Mc Allen,MFE
Moanda Airport,Moanda,MFF
Muzaffarabad Airport,Muzaffarabad,MFG
Mesquite Airport,Mesquite,MFH
Marshfield Municipal Airport,Marshfield,MFI
Moala Airport,Moala,MFJ
Matsu Beigan Airport,Beigan Island,MFK
Mount Full Stop Airport,Wando Vale,MFL
Macau International Airport,Macau,MFM
Milford Sound Airport,,MFN
Manguna Airport,Manguna,MFO
Manners Creek Airport,,MFP
Maradi Airport,Maradi,MFQ
Rogue Valley International Medford Airport,Medford,MFR
Miraflores Airport,Miraflores,MFS
Machu Pichu Airport,Machu Pichu,MFT
Mfuwe Airport,Mfuwe,MFU
Accomack County Airport,Melfa,MFV
Magaruque Airport,Magaruque Island,MFW
Méribel Altiport,,MFX
Meselia Airport,Demgulu,MFZ
Augusto C. Sandino (Managua) International Airport,Managua,MGA
Mount Gambier Airport,,MGB
Michigan City Municipal Airport,Michigan City,MGC
Magdalena Airport,Magdalena,MGD
Dobbins Air Reserve Base,Marietta,MGE
Regional de Maringá - Sílvio Nane Junior Airport,Maringá,MGF
Margarima Airport,Margarima,MGG
Margate Airport,Margate,MGH
Matagorda Island Air Force Base,Matagorda Island,MGI
Orange County Airport,Montgomery,MGJ
Mong Tong Airport,Mong Tong,MGK
Mönchengladbach Airport,Mönchengladbach,MGL
Montgomery Regional (Dannelly Field) Airport,Montgomery,MGM
Baracoa Airport,Magangué,MGN
Manga Airport,Manga Mission,MGP
Aden Adde International Airport,Mogadishu,MGQ
Moultrie Municipal Airport,Moultrie,MGR
Mangaia Island Airport,Mangaia Island,MGS
Milingimbi Airport,Milingimbi Island,MGT
Manaung Airport,Manaung,MGU
Margaret River (Station) Airport,,MGV
Morgantown Municipal Walter L. Bill Hart Field,Morgantown,MGW
Moabi Airport,Moabi,MGX
Dayton-Wright Brothers Airport,Dayton,MGY
Myeik Airport,Mkeik,MGZ
Mahdia Airport,Mahdia,MHA
Mechanics Bay Heliport,Auckland City,MHB
Mocopulli Airport,Dalcahue,MHC
Mashhad International Airport,Mashhad,MHD
Mitchell Municipal Airport,Mitchell,MHE
Morichal Airport,Morichal,MHF
Mannheim-City Airport,Mannheim,MHG
Marsh Harbour International Airport,Marsh Harbour,MHH
Moucha Airport,Moucha Island,MHI
Manhattan Regional Airport,Manhattan,MHK
Marshall Memorial Municipal Airport,Marshall,MHL
Hooker County Airport,Mullen,MHN
Mount House Airport,,MHO
Minsk 1 Airport,Minsk,MHP
Mariehamn Airport,,MHQ
Sacramento Mather Airport,Sacramento,MHR
Dunsmuir Muni-Mott Airport,Dunsmuir,MHS
Manchester Airport,Manchester,MHT
Mount Hotham Airport,Mount Hotham,MHU
Mojave Airport,Mojave,MHV
Monteagudo Airport,El Bañado,MHW
Manihiki Island Airport,Manihiki Island,MHX
Morehead Airport,Morehead,MHY
RAF Mildenhall,Mildenhall,MHZ
Miami International Airport,Miami,MIA
Licenciado Manuel Crescencio Rejon Int Airport,Mérida,MID
Delaware County Johnson Field,Muncie,MIE
Roy Hurd Memorial Airport,Monahans,MIF
Mianyang Airport,Mianyang,MIG
Mitchell Plateau Airport,Mitchell Plateau,MIH
Frank Miloye Milenkowichi–Marília State Airport,Marília,MII
Mili Island Airport,Mili Island,MIJ
Mikkeli Airport,Mikkeli,MIK
Merimbula Airport,Merimbula,MIM
Minnipa Airport,,MIN
Ramon Air Base,Beersheba,MIP
Monastir Habib Bourguiba International Airport,Monastir,MIR
Misima Island Airport,Misima Island,MIS
Shafter Airport - Minter Field,Shafter,MIT
Maiduguri International Airport,Maiduguri,MIU
Mittebah Airport,,MIY
Mainoru Airstrip,Mainoru,MIZ
Manja Airport,Manja,MJA
Mejit Atoll Airport,Mejit Atoll,MJB
Man Airport,,MJC
Moenjodaro Airport,Moenjodaro,MJD
Majkin Airport,Majkin,MJE
Mosjøen Airport (Kjærstad),,MJF
Mayajigua Airport,Mayajigua,MJG
Mitiga Airport,Tripoli,MJI
Moki Airport,Moki,MJJ
Shark Bay Airport,Denham,MJK
Mouilla Ville Airport,Mouila,MJL
Mbuji Mayi Airport,Mbuji Mayi,MJM
Amborovy Airport,,MJN
Mount Etjo Airport,Mount Etjo Safari Lodge,MJO
Manjimup Airport,,MJP
Miramar Airport,Miramar,MJR
Maganja da Costa Airport,Maganja,MJS
Mytilene International Airport,Mytilene,MJT
Tampa Padang Airport,Mamuju-Celebes Island,MJU
San Javier Airport,San Javier,MJV
Mahenye Airport,Gonarezhou National Park,MJW
Ocean County Airport,Toms River,MJX
Mangunjaya Airport,Mangungaya-Sumatra Island,MJY
Mirny Airport,Mirny,MJZ
Mariánské Lázne Airport,Mariánské Lázne,MKA
Mekambo Airport,Mekambo,MKB
Charles B. Wheeler Downtown Airport,Kansas City,MKC
General Mitchell International Airport,Milwaukee,MKE
Muskegon County Airport,Muskegon,MKG
Mokhotlong Airport,Mokhotlong,MKH
M'Boki Airport,Mboki,MKI
Makoua Airport,Makoua,MKJ
Molokai Airport,Kaunakakai,MKK
Mc Kellar Sipes Regional Airport,Jackson,MKL
Mukah Airport,Mukah,MKM
Malekolon Airport,Babase Island,MKN
Makemo Airport,,MKP
Mopah Airport,Merauke-Papua Island,MKQ
Meekatharra Airport,,MKR
Mekane Selam Airport,Mekane Selam,MKS
Makokou Airport,Makokou,MKU
Mount Cavenagh Airport,,MKV
Rendani Airport,Manokwari-Papua Island,MKW
Mackay Airport,Mackay,MKY
Malacca Airport,Malacca,MKZ
Malta International Airport,Valletta,MLA
Melbourne International Airport,Melbourne,MLB
Malé International Airport,Malé,MLE
Abdul Rachman Saleh Airport,Malang-Java Island,MLG
Quad City International Airport,Moline,MLI
Malta Airport,Malta,MLK
Marshall Don Hunter Sr Airport,Marshall,MLL
General Francisco J. Mujica International Airport,Morelia,MLM
Melilla Airport,Melilla,MLN
Milos Airport,Milos Island,MLO
Malabang Airport,Malabang,MLP
Malalaua Airport,Malalaua,MLQ
Millicent Airport,,MLR
Frank Wiley Field,Miles City,MLS
Monroe Regional Airport,Monroe,MLU
Merluna Airport,Merluna,MLV
Spriggs Payne Airport,Monrovia,MLW
Malatya Tulga Airport,Malatya,MLX
Malatya Erhaç Airport,Malatya,MLX
Manley Hot Springs Airport,Manley Hot Springs,MLY
Cerro Largo International Airport,Melo,MLZ
Memanbetsu Airport,Ozora,MMB
Ciudad Mante National Airport,Ciudad Mante,MMC
Minami-Daito Airport,Minamidaito,MMD
Durham Tees Valley Airport,Durham,MME
Mamfe Airport,Mamfe,MMF
Mount Magnet Airport,,MMG
Mammoth Yosemite Airport,Mammoth Lakes,MMH
McMinn County Airport,Athens,MMI
Matsumoto Airport,Matsumoto,MMJ
Murmansk Airport,Murmansk,MMK
Southwest Minnesota Regional Airport - Marshall/Ryan Field,Marshall,MML
Middlemount Airport,,MMM
Maio Airport,Vila do Maio,MMO
Mbala Airport,Mbala,MMQ
Selfs Airport,Marks,MMS
Mc Entire Joint National Guard Base,Eastover,MMT
Morristown Municipal Airport,Morristown,MMU
Mal Airport,Mal Island,MMV
Malmö Sturup Airport,Malmö,MMX
Miyako Airport,Miyako City,MMY
Maimana Airport,,MMZ
Melangguane Airport,Karakelong Island,MNA
Muanda Airport,,MNB
Nacala Airport,Nacala,MNC
Medina Airport,Medina,MND
Mungeranie Airport,Mungeranie,MNE
Mana Island Airport,Mana Island,MNF
Maningrida Airport,Maningrida,MNG
Rustaq Airport,Al Masna'ah,MNH
John A. Osborne Airport,Gerald's Park,MNI
W. H. Bramble Airport,Plymouth,MNI
Mananjary Airport,,MNJ
Maiana Airport,Maiana,MNK
Ninoy Aquino International Airport,Manila,MNL
Marion Municipal Airport,Marion,MNN
Manono Airport,Manono,MNO
Maron Island Airport,Hermit Islands,MNP
Monto Airport,,MNQ
Mongu Airport,Mongu,MNR
Mansa Airport,Mansa,MNS
Mawlamyine Airport,Mawlamyine,MNU
[Duplicate] Macdonald Downs Airport,Macdonald Downs,MNW
Macdonald Downs Airport,,MNW
Manicoré Airport,Manicoré,MNX
Mono Airport,Stirling Island,MNY
Manassas Regional Airport/Harry P. Davis Field,Manassas,MNZ
Orestes Acosta Airport,Moa,MOA
Mobile Regional Airport,Mobile,MOB
Mário Ribeiro Airport,Montes Claros,MOC
Modesto City Co-Harry Sham Field,Modesto,MOD
Momeik Airport,,MOE
Maumere(Wai Oti) Airport,Maumere-Flores Island,MOF
Mong Hsat Airport,Mong Hsat,MOG
Mitiaro Island Airport,Mitiaro Island,MOI
Moengo Airstrip,Moengo,MOJ
Molde Airport,Årø,MOL
Letfotar Airport,Moudjeria,MOM
Mount Cook Airport,,MON
Moomba Airport,,MOO
Morondava Airport,,MOQ
Minot International Airport,Minot,MOT
Mountain Village Airport,Mountain Village,MOU
Moranbah Airport,Moranbah,MOV
Moorea Airport,,MOZ
Katima Mulilo Airport,Mpacha,MPA
Miami Seaplane Base,Miami,MPB
Muko Muko Airport,Muko Muko-Sumatra Island,MPC
Mirpur Khas Air Base,Mirpur Khas,MPD
Sindhri Tharparkar Airport,Sindhri,MPD
Griswold Airport,Madison,MPE
Mapoda Airport,Mapoda,MPF
Makini Airport,Makini,MPG
Godofredo P. Ramos Airport,Malay,MPH
Mamitupo Airport,Mamitupo,MPI
Mokpo Airport,Gonghang-ro (Mokpo),MPK
Montpellier-Méditerranée Airport,Montpellier/Méditerranée,MPL
Maputo Airport,Maputo,MPM
Mount Pleasant Airport,Mount Pleasant,MPN
Mulatupo Airport,Mulatupo,MPP
Maliana airport,Maliana-Alor Island,MPT
Maliana Airport,Maliana,MPT
Mapua(Mabua) Airport,Tatau Island,MPU
Edward F Knapp State Airport,Barre/Montpelier,MPV
Mariupol International Airport,Mariupol,MPW
Miyanmin Airport,Miyanmin,MPX
Maripasoula Airport,Maripasoula,MPY
Mount Pleasant Municipal Airport,Mount Pleasant,MPZ
Mandora Airport,Mandora,MQA
Macomb Municipal Airport,Macomb,MQB
Miquelon Airport,Miquelon,MQC
Maquinchao Airport,Maquinchao,MQD
Marqua Airport,Marqua,MQE
Magnitogorsk International Airport,Magnitogorsk,MQF
Midgard Airport,Midgard,MQG
Minaçu Airport,Minaçu,MQH
San Matías Airport,San Matías,MQK
Mildura Airport,Mildura,MQL
Mardin Airport,Mardin,MQM
Mo i Rana Airport, Røssvoll,Mo i Rana,MQN
Malam Airport,Malam,MQO
Kruger Mpumalanga International Airport,Mpumalanga,MQP
Moundou Airport,,MQQ
Mustique Airport,Mustique Island,MQS
Sawyer International Airport,Marquette,MQT
Mariquita Airport,Mariquita,MQU
Mostaganem Airport,,MQV
Mekele Airport,,MQX
Smyrna Airport,Smyrna,MQY
Margaret River Airport,,MQZ
Misratah Airport,Misratah,MRA
Eastern WV Regional Airport/Shepherd Field,Martinsburg,MRB
Maury County Airport,Columbia/Mount Pleasant,MRC
Alberto Carnevalli Airport,Mérida,MRD
Mara Serena Lodge Airstrip,Masai Mara,MRE
Mara Lodges Airport,Mara Lodges,MRE
Marfa Municipal Airport,Marfa,MRF
Mareeba Airport,,MRG
May River Airstrip,May River,MRH
Merrill Field,Anchorage,MRI
Colon Airport,Marcala,MRJ
Marco Island Airport,Marco Island,MRK
Manari Airport,Manari,MRM
Hood Airport,Masterton,MRO
Marla Airport,,MRP
Marinduque Airport,Gasan,MRQ
Jose Maria Velasco Ibarra Airport,Macará,MRR
Marseille Provence Airport,Marseille,MRS
Sir Seewoosagur Ramgoolam International Airport,Port Louis,MRU
Mineralnyye Vody Airport,Mineralnyye Vody,MRV
Lolland Falster Maribo Airport,Lolland Falster / Maribo,MRW
Mahshahr Airport,,MRX
Monterey Peninsula Airport,Monterey,MRY
Moree Airport,Moree,MRZ
Muskrat Dam Airport,Muskrat Dam,MSA
Marigot Seaplane Base,Saint Martin,MSB
Falcon Field,Mesa,MSC
Kent International Airport,Manston,MSE
Masirah Air Base,Masirah,MSH
Masalembo Airport,Masalembo Island,MSI
Misawa Air Base,Misawa,MSJ
Northwest Alabama Regional Airport,Muscle Shoals,MSL
Masi Manimba Airport,Masi Manimba,MSM
Dane County Regional Truax Field,Madison,MSN
Missoula International Airport,Missoula,MSO
Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP
Minsk National Airport,Minsk,MSQ
Mus Airport,Mus,MSR
Massena International Richards Field,Massena,MSS
Maastricht Aachen Airport,Maastricht,MST
Moshoeshoe I International Airport,Maseru,MSU
Massawa International Airport,Massawa,MSW
Mossendjo Airport,Mossendjo,MSX
Louis Armstrong New Orleans International Airport,New Orleans,MSY
Namibe Airport,Namibe,MSZ
Matamata Glider Airport,,MTA
Montelibano Airport,Montelíbano,MTB
Selfridge Air National Guard Base Airport,Mount Clemens,MTC
Mount Sanford Station Airport,,MTD
Monte Alegre Airport,Monte Alegre,MTE
Mizan Teferi Airport,Mizan Teferi,MTF
Vila Bela da Santíssima Trindade Airport,Vila Bela Da Santíssima Trindade,MTG
Mosteiros Airport,Vila do Mosteiros,MTI
Montrose Regional Airport,Montrose,MTJ
Makin Island Airport,Makin Island,MTK
Maitland Airport,,MTL
Mitchell Airport,,MTQ
Los Garzones Airport,Montería,MTR
Matsapha Airport,Manzini,MTS
Minatitlán/Coatzacoalcos National Airport,Minatitlán,MTT
Montepuez Airport,Montepuez,MTU
Mota Lava Airport,Ablow,MTV
Metro Field,Fairbanks,MTX
General Mariano Escobedo International Airport,Monterrey,MTY
Bar Yehuda Airfield,Masada,MTZ
Munda Airport,,MUA
Maun Airport,Maun,MUB
Munich Airport,Munich,MUC
Flughafen München-Riem,Munich,MUC
Mueda Airport,Mueda,MUD
Waimea Kohala Airport,Kamuela,MUE
Muting Airport,Muting,MUF
Mulege Airport,Mulege,MUG
Mersa Matruh Airport,Mersa Matruh,MUH
Mui River Airport,Omo National Park,MUJ
Mauke Airport,Mauke Island,MUK
Mumias Airport,Mumias,MUM
Maturín Airport,,MUN
Mountain Home Air Force Base,Mountain Home,MUO
[Duplicate] Mulga Park Airport,Mulga Park,MUP
Mulga Park Airport,,MUP
Muccan Station Airport,Muccan Station,MUQ
Marudi Airport,Marudi,MUR
Minami Torishima Airport,,MUS
Ghriss Airport,,MUW
Multan International Airport,Multan,MUX
Mouyondzi Airport,Mouyondzi,MUY
Musoma Airport,Musoma,MUZ
Reykjahlíð Airport,Myvatn,MVA
M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,MVB
Monroe County Airport,Monroeville,MVC
Carrasco International /General C L Berisso Airport,Montevideo,MVD
Dix-Sept Rosado Airport,Mossoró,MVF
Manetai Airport,Manetai,MVI
Marlboro Airport,Mandeville,MVJ
Mulka Airport,Mulka,MVK
Morrisville Stowe State Airport,Morrisville,MVL
Mongo Airport,Mongo,MVO
Fabio Alberto Leon Bentley Airport,Mitú,MVP
Mogilev Airport,Mogilev,MVQ
Salak Airport,Maroua,MVR
Mucuri Airport,Mucuri,MVS
Mataiva Airport,,MVT
Musgrave Airport,Musgrave,MVU
Megève Airport,Verdun,MVV
Skagit Regional Airport,Burlington/Mount Vernon,MVW
Minvoul Airport,Minvoul,MVX
Martha's Vineyard Airport,Martha's Vineyard,MVY
Masvingo International Airport,Masvingo,MVZ
Williamson County Regional Airport,Marion,MWA
Morawa Airport,,MWB
Mianwali Air Base,Mianwali,MWD
Merowe New Airport,Merowe,MWE
Maewo-Naone Airport,Maewo Island,MWF
Marawaka Airport,Marawaka,MWG
Grant County International Airport,Moses Lake,MWH
Maramuni Airport,Maramuni,MWI
Matthews Ridge Airport,Matthews Ridge,MWJ
Tarempa Airport,Matak Island,MWK
Mineral Wells Airport,Mineral Wells,MWL
Mwadui Airport,Mwadui,MWN
Mountain Airport,Mountain,MWP
Magway Airport,Magway,MWQ
Motswari Airport,Motswari Private Game Reserve,MWR
Moolawatana Airport,Moolawatana Station,MWT
Muan International Airport,Piseo-ri (Muan),MWX
Miranda Downs Airport,Miranda Downs,MWY
Mwanza Airport,Mwanza,MWZ
Andi Jemma Airport,Masamba-Celebes Island,MXB
Monticello Airport,Monticello,MXC
Marion Downs Airport,,MXD
Moro Airport,Moro,MXH
Mati National Airport,,MXI
Minna Airport,Minna,MXJ
Mindik Airport,Mindik,MXK
General Rodolfo Sánchez Taboada International Airport,Mexicali,MXL
Morombe Airport,,MXM
Morlaix-Ploujean Airport,Morlaix/Ploujean,MXN
Malpensa International Airport,Milan,MXP
Moussoro Airport,Moussoro,MXR
Myrhorod Air Base,Myrhorod,MXR
Maota Airport,Maota,MXS
Maintirano Airport,Maintirano,MXT
Mullewa Airport,,MXU
Mörön Airport,Mörön,MXV
Mandalgobi Airport,Mandalgobi,MXW
Mora Airport,,MXX
Mc Carthy Airport,Mccarthy,MXY
Meixian Airport,Meixian,MXZ
Moruya Airport,Moruya,MYA
Mayumba Airport,Mayumba,MYB
Escuela Mariscal Sucre Airport,Maracay,MYC
Malindi Airport,Malindi,MYD
Miyakejima Airport,Miyakejima,MYE
Montgomery-Gibbs Executive Airport,San Diego,MYF
Mayaguana Airport,Mayaguana,MYG
Murray Island Airport,Murray Island,MYI
Matsuyama Airport,Matsuyama,MYJ
May Creek Airport,May Creek,MYK
McCall Municipal Airport,McCall,MYL
Monkey Mountain Airport,Monkey Mountain,MYM
Mareb Airport,Mareb,MYN
Camballin Airport,Myroodah,MYO
Mary Airport,Mary,MYP
Mysore Airport,Mysore,MYQ
Myrtle Beach International Airport,Myrtle Beach,MYR
Moyale Airport,Moyale,MYS
Myitkyina Airport,Myitkyina,MYT
Mekoryuk Airport,Mekoryuk,MYU
Yuba County Airport,Marysville,MYV
Mtwara Airport,Mtwara,MYW
Menyamya Airport,Menyamya,MYX
Miri Airport,Miri,MYY
Monkey Bay Airport,Monkey Bay,MYZ
Mocímboa da Praia Airport,Mocímboa da Praia,MZB
Mitzic Airport,Mitzic,MZC
Méndez Airport,Santiago de Méndez,MZD
Manatee Airport,,MZE
Makung Airport,Makung City,MZG
Amasya Merzifon Airport,Amasya,MZH
Mopti Airport,,MZI
Pinal Airpark,Marana,MZJ
Marakei Airport,Marakei,MZK
La Nubia Airport,Manizales,MZL
Metz-Frescaty (BA 128) Air Base,Metz/Frescaty,MZM
Sierra Maestra Airport,Manzanillo,MZO
Motueka Airport,,MZP
Mkuze Airport,Mkuze,MZQ
Mazar I Sharif Airport,,MZR
Mostyn Airport,Mostyn,MZS
General Rafael Buelna International Airport,Mazatlán,MZT
Muzaffarpur Airport,,MZU
Mulu Airport,Mulu,MZV
Mecheria Airport,Mecheria,MZW
Mossel Bay Airport,Mossel Bay,MZY
Marion Municipal Airport,Marion,MZZ
Narrabri Airport,Narrabri,NAA
Naracoorte Airport,,NAC
Macanal Airport,Macanal,NAD
Natitingou Airport,Natitingou,NAE
Banaina Airport,Banaina-Borneo Island,NAF
Dr. Babasaheb Ambedkar International Airport,Naqpur,NAG
Naha Airport,Tahuna-Sangihe Island,NAH
Annai Airport,Annai,NAI
Nakhchivan Airport,Nakhchivan,NAJ
Nakhon Ratchasima Airport,,NAK
Nalchik Airport,Nalchik,NAL
Namlea Airport,Namlea-Buru Island,NAM
Nadi International Airport,Nadi,NAN
Nanchong Airport,Nanchong,NAO
Naples International Airport,Nápoli,NAP
Qaanaaq Airport,Qaanaaq,NAQ
Puerto Nare Airport,Armenia,NAR
Lynden Pindling International Airport,Nassau,NAS
Governador Aluízio Alves International Airport,Natal,NAT
Napuka Island Airport,Napuka Island,NAU
Nevsehir Kapadokya Airport,Nevsehir,NAV
Narathiwat Airport,,NAW
Beijing Nanyuan Airport,Beijing,NAY
Nana Airport,Star Harbor,NAZ
Nambaiyufa Airport,Nambaiyufa,NBA
Barranco Minas Airport,Barranco Minas,NBB
Begishevo Airport,Nizhnekamsk,NBC
Enfidha - Hammamet International Airport,Enfidha,NBE
New Orleans NAS JRB/Alvin Callender Field,New Orleans,NBG
Nambucca Heads Airport,Nambucca Heads,NBH
San Blas Airport,Wannukandi,NBL
Annobón Airport,San Antonio de Palé,NBN
Jomo Kenyatta International Airport,Nairobi,NBO
Changbaishan Airport,Baishan,NBS
Leeward Point Field,Guantanamo Bay Naval Station,NBW
Nabire Airport,Nabire-Papua Island,NBX
North Caicos Airport,,NCA
Nice-Côte d'Azur Airport,Nice,NCE
Nuevo Casas Grandes Airport,,NCG
Nachingwea Airport,Nachingwea,NCH
Necocli Airport,Necocli,NCI
Sunchales Aeroclub Airport,Sunchales,NCJ
Newcastle Airport,Newcastle,NCL
Chenega Bay Airport,Chenega,NCN
Quonset State Airport,North Kingstown,NCO
San Carlos,San Carlos,NCR
Newcastle Airport,Newcastle,NCS
Guanacaste Airport,Nicoya/Guanacate,NCT
Nukus Airport,Nukus,NCU
Annecy-Haute-Savoie-Mont Blanc Airport,Annecy/Meythet,NCY
Bandanaira Airport,Banda-Naira Island,NDA
Nouadhibou International Airport,Nouadhibou,NDB
Nanded Airport,Nanded,NDC
Sumbe Airport,Sumbe,NDD
Mandera Airport,Mandera,NDE
Ndalatandos Airport,Ndalatandos,NDF
Qiqihar Sanjiazi Airport,Qiqihar,NDG
Namudi Airport,Namudi,NDI
N'Djamena International Airport,N'Djamena,NDJ
Namorik Atoll Airport,Namorik Atoll,NDK
N'Délé Airport,N'Délé,NDL
Mendi Airport,Mendi,NDM
Nadunumu Airport,Nadunumu,NDN
Nador International Airport,Nador,NDR
Sandstone Airport,Sandstone,NDS
Rundu Airport,Rundu,NDU
Sanday Airport,Sanday,NDY
Necochea Airport,Necochea,NEC
Neftekamsk Airport,Neftekamsk,NEF
Negril Airport,Negril,NEG
Nejjo Airport,Nejjo,NEJ
Nekemte Airport,Nekemte,NEK
Lakehurst Maxfield Field Airport,Lakehurst,NEL
Whitehouse Naval Outlying Field,Jacksonville,NEN
